datetime,price,load,wind_generation,solar_generation,import_index,data_source,renewable_total,imports,has_import_data,import_index_proxy,has_capacity_data,available_capacity,available_capacity_proxy,country,hour,dayofweek,month,is_weekend,hour_sin,hour_cos,price_lag_1,price_lag_2,price_lag_3,price_lag_24,price_lag_48,price_lag_168,load_lag_1,load_lag_2,load_lag_24,load_lag_48,load_lag_168,renewable_lag_1,renewable_lag_24,rolling_price_mean_24,rolling_price_mean_168,rolling_price_std_24,rolling_price_std_168,rolling_load_mean_24,rolling_load_mean_168,high_price_dummy,negative_price_dummy,negative_price_dummy_lag_24,price_spike,net_load,renewable_share,wind_share,solar_share,scarcity_index,oversupply_index,low_net_load_dummy,high_renewable_dummy,is_public_holiday,is_christmas_week,holiday_load_window,is_public_holiday_lead_24,is_christmas_week_lead_24,holiday_load_window_lead_24
2018-12-15 08:00:00+00:00,68.4,62163.0,7671.0,663.0,0.9866900181020326,opsd,8334.0,0.9866900181020326,False,0.9866900181020326,False,78093.00251810203,78093.00251810203,DE,8,5,12,1,0.8660254037844387,-0.49999999999999983,54.76,52.21,51.07,88.93,75.9,12.39,58764.0,54224.0,74117.0,72293.0,61453.0,7132.0,8000.0,67.94333333333334,48.51863095238095,15.204350826587953,27.18460234583749,62458.625,63024.494047619046,0,0,0.0,19.881369047619053,53829.0,0.13406688866151784,0.12340138024028117,0.010665508421236659,0.7960023636843532,-53828.0133099819,0,0,0,0,0,0.0,0.0,0.0
2018-12-15 09:00:00+00:00,66.98,63758.0,7833.0,1366.0,0.9974593471174643,opsd,9199.0,0.9974593471174643,False,0.9974593471174643,False,78132.00101378413,78132.00101378413,DE,9,5,12,1,0.7071067811865476,-0.7071067811865475,68.4,54.76,52.21,83.9,75.37,6.91,62163.0,58764.0,74008.0,72991.0,63695.0,8334.0,7844.0,67.23833333333333,48.87619047619048,14.819708870773676,27.028649732436,62031.541666666664,63024.869047619046,0,0,0.0,18.103809523809524,54559.0,0.14427993349627843,0.12285517111385465,0.021424762382423777,0.8160188556069482,-54558.00254065288,0,0,0,0,0,0.0,0.0,0.0
2018-12-15 10:00:00+00:00,68.93,64333.0,8127.0,1790.0,0.9943128262502776,opsd,9917.0,0.9943128262502776,False,0.9943128262502776,False,77078.54199291694,77078.54199291694,DE,10,5,12,1,0.49999999999999994,-0.8660254037844387,66.98,68.4,54.76,84.33,74.0,10.45,63758.0,62163.0,74214.0,73260.0,64459.0,9199.0,7772.0,66.59666666666666,49.224285714285706,14.374194470183793,26.907106435517203,61619.833333333336,63024.119047619046,0,0,0.0,19.7057142857143,54416.0,0.1541510577751053,0.1263270794129556,0.02782397836214969,0.8346313831466565,-54415.00568717375,0,0,0,0,0,0.0,0.0,0.0
2018-12-15 11:00:00+00:00,64.95,63661.0,8872.0,1935.0,1.0151238161928389,opsd,10807.0,1.0151238161928389,False,1.0151238161928389,False,76862.2904828595,76862.2904828595,DE,11,5,12,1,0.258819045102521,-0.9659258262890682,68.93,66.98,68.4,83.3,72.98,19.03,64333.0,63758.0,73119.0,72863.0,64034.0,9917.0,7306.0,65.83208333333333,49.49761904761905,13.928203785427682,26.831675204823153,61225.75,63021.89880952381,0,0,0.0,15.452380952380956,52854.0,0.16975856489577987,0.13936318939163125,0.03039537550414861,0.8282365622542613,-52852.98487618381,0,0,0,0,0,0.0,0.0,0.0
2018-12-15 12:00:00+00:00,58.71,62135.0,9861.0,1764.0,1.044225059265943,opsd,11625.0,1.044225059265943,False,1.044225059265943,False,76991.57922593261,76991.57922593261,DE,12,5,12,1,1.2246467991473532e-16,-1.0,64.95,68.93,66.98,81.81,72.98,19.6,63661.0,64333.0,72236.0,72463.0,62685.0,10807.0,6816.0,64.86958333333334,49.73041666666667,13.569592438583857,26.740231219898124,60804.875,63018.625,0,0,0.0,8.97958333333333,50510.0,0.18709262090308051,0.15870282449249692,0.028389796410583572,0.8070253644330457,-50508.95577494073,0,0,0,0,0,0.0,0.0,0.0
2018-12-15 13:00:00+00:00,55.35,60994.0,10673.0,1194.0,1.0586826103384817,opsd,11867.0,1.0586826103384817,False,1.0586826103384817,False,77126.80761033848,77126.80761033848,DE,13,5,12,1,-0.2588190451025208,-0.9659258262890683,58.71,64.95,68.93,83.3,74.4,20.25,62135.0,63661.0,70837.0,71798.0,61405.0,11625.0,6070.0,63.705000000000005,49.939345238095235,13.110683330448568,26.64546850374919,60394.75,63016.17857142857,0,0,0.0,5.410654761904766,49127.0,0.19456012066441683,0.17498442469464234,0.019575695969774473,0.79081663905417,-49125.94131738966,0,0,0,0,0,0.0,0.0,0.0
2018-12-15 14:00:00+00:00,53.89,60996.0,11867.0,394.0,1.0667292396644825,opsd,12261.0,1.0667292396644825,False,1.0667292396644825,False,77275.54173966448,77275.54173966448,DE,14,5,12,1,-0.4999999999999998,-0.8660254037844388,55.35,58.71,64.95,83.04,78.77,20.97,60994.0,62135.0,70692.0,71451.0,61258.0,11867.0,5508.0,62.49041666666667,50.13529761904763,12.581140640611206,26.552034506565406,59990.75,63014.619047619046,0,0,0.0,3.7547023809523736,48735.0,0.20101318118891381,0.19455374122574343,0.006459439963170381,0.7893203546032339,-48733.93327076033,0,0,0,0,0,0.0,0.0,0.0
2018-12-15 15:00:00+00:00,53.66,62282.0,14122.0,18.0,1.0790960133348002,opsd,14140.0,1.0790960133348002,False,1.0790960133348002,False,77459.82518000147,77459.82518000147,DE,15,5,12,1,-0.7071067811865471,-0.7071067811865479,53.89,55.35,58.71,84.84,81.33,20.94,60996.0,60994.0,71895.0,72676.0,62711.0,12261.0,5888.0,61.191250000000004,50.33005952380953,11.755704743729249,26.456431827182918,59590.208333333336,63012.06547619047,0,0,0.0,3.3299404761904654,48142.0,0.22703188721898732,0.22674287915887828,0.0002890080601090362,0.8040443186316006,-48140.92090398667,0,0,0,0,0,0.0,0.0,0.0
2018-12-15 16:00:00+00:00,60.32,64427.0,16336.0,0.0,1.0667840943983986,opsd,16336.0,1.0667840943983986,False,1.0667840943983986,False,75947.82576106508,75947.82576106508,DE,16,5,12,1,-0.8660254037844384,-0.5000000000000004,53.66,53.89,55.35,97.29,88.71,20.81,62282.0,60996.0,72809.0,74506.0,64615.0,14140.0,6097.0,59.65083333333334,50.5652380952381,8.893602447419937,26.367908070055098,59240.958333333336,63010.94642857143,0,0,0.0,9.7547619047619,48091.0,0.2535582907747752,0.2535582907747752,0.0,0.8482941335957361,-48089.9332159056,0,0,0,0,0,0.0,0.0,0.0
2018-12-15 17:00:00+00:00,52.87,63992.0,18097.0,0.0,1.10631994553757,opsd,18097.0,1.10631994553757,False,1.10631994553757,False,74287.0282788709,74287.0282788709,DE,17,5,12,1,-0.9659258262890683,-0.25881904510252063,60.32,53.66,53.89,83.35,77.24,25.46,64427.0,62282.0,71096.0,74015.0,64121.0,16336.0,6161.0,58.38083333333333,50.72839285714285,7.415704203956683,26.296340341684402,58944.958333333336,63010.17857142857,0,0,0.0,2.141607142857147,45895.0,0.28280097511747093,0.28280097511747093,0.0,0.8614027037388838,-45893.89368005446,0,0,0,0,0,0.0,0.0,0.0
2018-12-15 18:00:00+00:00,48.29,62422.0,19670.0,0.0,1.133620922728773,opsd,19670.0,1.133620922728773,False,1.133620922728773,False,71090.87092272878,71090.87092272878,DE,18,5,12,1,-1.0,-1.8369701987210297e-16,52.87,60.32,53.66,75.65,77.5,21.05,63992.0,64427.0,69147.0,72734.0,61806.0,18097.0,5964.0,57.24083333333334,50.89053571428572,6.715464901299207,26.196037439956534,58664.75,63013.84523809524,0,0,0.0,0.0,42752.0,0.3151132613451169,0.3151132613451169,0.0,0.8780452935575049,-42750.86637907727,0,0,0,0,0,0.0,0.0,0.0
