datetime,price,load,wind_generation,solar_generation,import_index,data_source,renewable_total,imports,has_import_data,import_index_proxy,has_capacity_data,available_capacity,available_capacity_proxy,country,hour,dayofweek,month,is_weekend,hour_sin,hour_cos,price_lag_1,price_lag_2,price_lag_3,price_lag_24,price_lag_48,price_lag_168,load_lag_1,load_lag_2,load_lag_24,load_lag_48,load_lag_168,renewable_lag_1,renewable_lag_24,rolling_price_mean_24,rolling_price_mean_168,rolling_price_std_24,rolling_price_std_168,rolling_load_mean_24,rolling_load_mean_168,high_price_dummy,negative_price_dummy,negative_price_dummy_lag_24,price_spike,net_load,renewable_share,wind_share,solar_share,scarcity_index,oversupply_index,low_net_load_dummy,high_renewable_dummy,is_public_holiday,is_christmas_week,holiday_load_window,is_public_holiday_lead_24,is_christmas_week_lead_24,holiday_load_window_lead_24,rolling_elasticity,log_load,log_load_lag_1,log_load_lag_24,log_demand_base,demand_base,price_ref,log_price_gap,log_price_gap_lag_1,log_price_gap_lag_2,log_price_gap_lag_24,demand_no_response,demand_responsive_immediate,demand_responsive_delayed,demand_responsive_dynamic,demand_responsive_high_price_only,import_share,net_load_p10,renewable_share_p90
2018-12-10 17:00:00+00:00,49.14,75469.0,36195.0,0.0,1.231284338777315,opsd,36195.0,1.231284338777315,False,1.231284338777315,False,96263.86767211065,96263.86767211065,DE,17,0,12,0,-0.9659258262890684,-0.2588190451025206,50.68,50.59,51.3,30.93,25.46,64.89,76450.0,75006.0,60528.0,64121.0,72751.0,35718.0,39047.0,30.059583333333336,37.95648809523809,20.986282161195064,22.719553743927545,64211.208333333336,62553.67857142857,0,0,0.0,11.183511904761907,39274.0,0.4796008957256675,0.4796008957256675,0.0,0.7839705232460042,-39272.76871566122,0,0,0,0,0,0.0,0.0,0.0,0.0365171588491889,11.231477254892996,11.244392211357209,11.01086134687281,11.24714535278528,76660.76766564089,37.95648809523809,0.2582329135627259,0.28662401373412205,0.28338342790270754,-0.24599260846733748,76660.76766564089,76697.80265181129,76661.02369349921,76698.05880335724,76660.76766564089,1.6315100753435186e-05,22398.4,0.5415535268125997
2018-12-10 18:00:00+00:00,49.39,73871.0,35931.0,0.0,1.228705915562586,opsd,35931.0,1.228705915562586,False,1.228705915562586,False,96173.2059155626,96173.2059155626,DE,18,0,12,0,-1.0,-1.8369701987210294e-16,49.14,50.68,50.59,19.44,21.05,61.6,75469.0,76450.0,59666.0,61806.0,71173.0,36195.0,40159.0,31.3075,37.883809523809525,21.21655142448565,22.66292556095676,64803.083333333336,62569.73809523809,0,0,0.0,11.506190476190476,37940.0,0.4864019709969217,0.4864019709969217,0.0,0.7680939356698299,-37938.771294084436,0,0,0,0,0,0.0,0.0,0.0,0.03654290706956616,11.210075607726404,11.231477254892996,10.996517622908005,11.199329169279734,73081.40013762418,37.883809523809525,0.26522414308091075,0.2582329135627259,0.28662401373412205,-0.7078491038260935,73081.40013762418,73117.66200635937,73077.21852312166,73113.47831700393,73081.40013762418,1.6633129584626617e-05,22398.4,0.5415535268125997
2018-12-10 19:00:00+00:00,47.73,69593.0,35675.0,0.0,1.2335544404548724,opsd,35675.0,1.2335544404548724,False,1.2335544404548724,False,96080.80444045489,96080.80444045489,DE,19,0,12,0,-0.9659258262890684,0.2588190451025203,49.39,49.14,50.68,11.69,15.84,55.46,73871.0,75469.0,57542.0,58381.0,67839.0,35931.0,40343.0,32.80916666666667,37.83779761904762,21.04239962276344,22.63485705285345,65305.208333333336,62580.17857142857,0,0,0.0,9.892202380952376,33918.0,0.5126233960238441,0.5126233960238441,0.0,0.7243081168092318,-33916.766445559544,0,0,0,0,0,0.0,0.0,0.0,0.03656508156983909,11.150419266551891,11.210075607726404,10.960270394930397,11.154352797166311,69867.28529719583,37.83779761904762,0.2322515909844145,0.26522414308091075,0.2582329135627259,-1.2126437063676816,69867.28529719583,69897.6416395079,69861.04343980021,69891.39707011395,69867.28529719583,1.7725266053154013e-05,22398.4,0.5415535268125997
2018-12-10 20:00:00+00:00,39.63,66254.0,35115.0,0.0,1.2614227808344396,opsd,35115.0,1.2614227808344396,False,1.2614227808344396,False,96003.06861416776,96003.06861416776,DE,20,0,12,0,-0.8660254037844386,0.5000000000000001,47.73,49.39,49.14,3.74,0.05,47.56,69593.0,73871.0,56095.0,56448.0,63699.0,35675.0,40184.0,34.30458333333333,37.79059523809523,20.142790484798994,22.62272641707394,65728.5,62595.38690476191,0,0,0.0,1.8394047619047669,31139.0,0.5300057354947626,0.5300057354947626,0.0,0.6901147060118135,-31137.738577219163,0,0,0,0,0,0.0,0.0,0.0,0.036601021820356024,11.10125111938432,11.150419266551891,10.934801960979065,11.101623251732722,66278.6598446894,37.790595238095236,0.04752613875845262,0.2322515909844145,0.26522414308091075,-2.3477886128709478,66278.6598446894,66284.55164605791,66264.18992460212,66270.08043967585,66278.6598446894,1.9039194325103398e-05,22398.4,0.5415535268125997
2018-12-10 21:00:00+00:00,39.59,63139.0,33997.0,0.0,1.2547477292818443,opsd,33997.0,1.2547477292818443,False,1.2547477292818443,False,95902.43522928184,95902.43522928184,DE,21,0,12,0,-0.7071067811865477,0.7071067811865474,39.63,47.73,49.39,19.49,10.69,46.03,66254.0,69593.0,55182.0,54884.0,60067.0,35115.0,38507.0,35.14208333333334,37.75226190476191,19.91663734913896,22.61413599828569,66060.04166666667,62613.67261904762,0,0,0.0,1.8377380952380944,29142.0,0.5384469186946508,0.5384469186946508,0.0,0.6583584011676357,-29140.745252270717,0,0,0,0,0,0.0,0.0,0.0,0.03665057101686393,11.053093924165847,11.10125111938432,10.918392092130752,11.058394906689953,63474.58742127213,37.75226190476191,0.04753116921107981,0.04752613875845262,0.2322515909844145,-0.6942994276070764,63474.58742127213,63480.23055358545,63465.49735253559,63471.1396767072,63474.58742127213,1.987278432129067e-05,22398.4,0.5415535268125997
2018-12-10 22:00:00+00:00,38.65,59079.0,33726.0,0.0,1.2567233580524255,opsd,33726.0,1.2567233580524255,False,1.2567233580524255,False,95822.24419138576,95822.24419138576,DE,22,0,12,0,-0.5000000000000004,0.8660254037844384,39.59,39.63,47.73,14.19,8.5,41.95,63139.0,66254.0,51862.0,51243.0,54947.0,33997.0,37670.0,36.16125,37.73261904761905,19.417442923153605,22.61190106440021,66360.75,62638.267857142855,0,0,0.0,0.9173809523809452,25353.0,0.570862743097025,0.570862743097025,0.0,0.6165397781901885,-25351.743276641944,0,1,0,0,0,0.0,0.0,0.0,0.03671554780897752,10.986630810300307,11.053093924165847,10.85634162371733,10.989174944246448,59229.49624953737,37.73261904761905,0.024021827945046963,0.04753116921107981,0.04752613875845262,-1.0094982661064813,59229.49624953737,59232.15744265578,59224.029327681106,59226.69027516962,59229.49624953737,2.127191316764254e-05,22398.4,0.5415535268125997
2018-12-10 23:00:00+00:00,35.64,55051.0,33370.0,0.0,1.2661758814380275,opsd,33370.0,1.2661758814380275,False,1.2661758814380275,False,95753.4675481047,95753.4675481047,DE,23,0,12,0,-0.2588190451025215,0.965925826289068,38.65,39.59,39.63,4.96,-0.78,36.22,59079.0,63139.0,49578.0,48262.0,51184.0,33726.0,37125.0,37.43958333333334,37.729166666666664,18.24874920768384,22.61217766917015,66588.79166666667,62661.28571428572,0,0,0.0,0.0,21681.0,0.6061651922652419,0.6061651922652419,0.0,0.5749167467595918,-21679.733824118564,1,1,0,0,0,0.0,0.0,0.0,0.036767106427402885,10.916015307290108,10.986630810300307,10.81130246592924,10.936726740001221,56203.074455604394,37.729166666666664,-0.056964844372913846,0.024021827945046963,0.04753116921107981,-2.0580893453257896,56203.074455604394,56197.08666785504,56191.555567462034,56185.56900691702,56203.074455604394,2.3000052340829912e-05,22398.4,0.5415535268125997
2018-12-11 00:00:00+00:00,31.87,53420.0,32768.0,0.0,1.277061435709172,opsd,32768.0,1.277061435709172,False,1.277061435709172,False,95680.7072690425,95680.7072690425,DE,0,1,12,0,0.0,1.0,35.64,38.65,39.59,2.19,-1.72,31.54,55051.0,59079.0,48266.0,46226.0,49465.0,33370.0,36783.0,38.67625,37.73113095238095,16.695704163047846,22.611651133359597,66803.54166666667,62684.82738095238,0,0,0.0,0.0,20652.0,0.6134032197563946,0.6134032197563946,0.0,0.5583078191076507,-20650.722938564293,1,1,0,0,0,0.0,0.0,0.0,0.036809098925999845,10.885940486663952,10.916015307290108,10.784482658015559,10.877622909489434,52977.51776837637,37.73113095238095,-0.16882037998193836,-0.056964844372913846,0.024021827945046963,-2.8726683788501917,52977.51776837637,52960.792601462344,52960.81835717813,52944.098462320086,52977.51776837637,2.390605458040558e-05,22398.4,0.5415535268125997
2018-12-11 01:00:00+00:00,35.26,52678.0,31872.0,0.0,1.2584928855796382,opsd,31872.0,1.2584928855796382,False,1.2584928855796382,False,95559.76371891296,95559.76371891296,DE,1,1,12,0,0.2588190451025207,0.9659258262890684,31.87,35.64,38.65,0.12,-8.48,31.06,53420.0,55051.0,48004.0,44920.0,48956.0,32768.0,36786.0,40.14041666666667,37.75613095238095,14.573361487187649,22.606552436949485,66998.29166666667,62706.982142857145,0,0,0.0,0.0,20806.0,0.6050343596832637,0.6050343596832637,0.0,0.5512498587833734,-20804.74150711442,1,1,0,0,0,0.0,0.0,0.0,0.03682789378134724,10.871953190064392,10.885940486663952,10.779039619751332,10.868637985505408,52503.65081553067,37.75613095238095,-0.0683986948729361,-0.16882037998193836,-0.056964844372913846,-5.773532775270657,52503.65081553067,52496.93448465705,52471.31266749787,52464.60047335948,52503.65081553067,2.3890293586615817e-05,22398.4,0.5415535268125997
2018-12-11 02:00:00+00:00,35.03,52949.0,31385.0,0.0,1.2564063910764678,opsd,31385.0,1.2564063910764678,False,1.2564063910764678,False,95446.53139107648,95446.53139107648,DE,2,1,12,0,0.4999999999999999,0.8660254037844387,35.26,31.87,35.64,0.91,-5.08,27.97,52678.0,53420.0,49155.0,44749.0,49494.0,31872.0,36720.0,41.562083333333334,37.798154761904755,12.020615255601513,22.59481079845156,67156.375,62727.54761904762,0,0,0.0,0.0,21564.0,0.5927401839393994,0.5927401839393994,0.0,0.5547430822786457,-21562.743593608924,1,1,0,0,0,0.0,0.0,0.0,0.03682247679553939,10.877084465109949,10.871953190064392,10.802733849801024,10.877931291686854,52993.85761104849,37.798154761904755,-0.07605544840198995,-0.0683986948729361,-0.16882037998193836,-3.744446211510868,52993.85761104849,52986.31976052225,52976.89991304199,52969.36447458008,52993.85761104849,2.3728614158015057e-05,22398.4,0.5415535268125997
2018-12-11 03:00:00+00:00,33.49,54456.0,30420.0,0.0,1.256460278323546,opsd,30420.0,1.256460278323546,False,1.256460278323546,False,95325.21027832356,95325.21027832356,DE,3,1,12,0,0.7071067811865475,0.7071067811865476,35.03,35.26,31.87,0.06,-9.0,31.88,52949.0,52678.0,51309.0,44770.0,50716.0,31385.0,36246.0,42.955000000000005,37.8077380952381,8.391402950536419,22.59262697553225,67287.5,62749.80952380953,0,0,0.0,0.0,24036.0,0.5586161304436863,0.5586161304436863,0.0,0.5712579293298942,-24034.743539721676,0,1,0,0,0,0.0,0.0,0.0,0.03685610931867216,10.905148315127787,10.877084465109949,10.845621454367802,10.905743185051724,54488.40387366728,37.8077380952381,-0.12126690638312135,-0.07605544840198995,-0.0683986948729361,-6.46035768895902,54488.40387366728,54476.046684963185,54454.20498539352,54441.85555250691,54488.40387366728,2.3072944731535056e-05,22398.4,0.5415535268125997
2018-12-11 04:00:00+00:00,33.02,57423.0,29752.0,0.0,1.2541951910594775,opsd,29752.0,1.2541951910594775,False,1.2541951910594775,False,95195.19519105948,95195.19519105948,DE,4,1,12,0,0.8660254037844386,0.5000000000000001,33.49,35.03,35.26,21.17,-6.21,39.87,54456.0,52949.0,54893.0,44966.0,55432.0,30420.0,35884.0,43.44875,37.76696428571428,7.33611336057047,22.595063945060065,67392.91666666667,62761.66071428572,0,0,0.0,0.0,27671.0,0.518119917097363,0.518119917097363,0.0,0.6032052704655868,-27669.74580480894,0,0,0,0,0,0.0,0.0,0.0,0.036903444220541655,10.95820019891422,10.905148315127787,10.913141114814492,10.965844965949525,57863.66771232863,37.76696428571428,-0.1343213213118636,-0.12126690638312135,-0.07605544840198995,-0.5936182881390885,57863.66771232863,57849.13258282361,57858.61296131431,57844.07910154319,57863.66771232863,2.1841338680278568e-05,22398.4,0.5415535268125997
2018-12-11 05:00:00+00:00,44.63,65513.0,29769.0,0.0,1.2094511399974102,opsd,29769.0,1.2094511399974102,False,1.2094511399974102,False,95015.2636399974,95015.2636399974,DE,5,1,12,0,0.9659258262890684,0.2588190451025207,33.02,33.49,35.03,44.51,-16.62,47.76,57423.0,54456.0,63470.0,44824.0,63806.0,29752.0,36258.0,43.45375000000001,37.748333333333335,7.336908964419827,22.58806411181274,67478.04166666667,62771.82142857143,0,0,0.0,6.881666666666668,35744.0,0.45439836367660774,0.45439836367660774,0.0,0.6894909679132386,-35742.79054886,0,0,0,0,0,0.0,0.0,0.0,0.036928458038776084,11.09000387521257,10.95820019891422,11.058322632300516,11.045677396248914,62672.460035683805,37.748333333333335,0.1674649540311649,-0.1343213213118636,-0.12126690638312135,0.14999981683846092,62672.460035683805,62692.09324231022,62672.2527983208,62691.8859400266,62672.460035683805,1.8461238837771875e-05,22398.4,0.5415535268125997
2018-12-11 06:00:00+00:00,52.66,71360.0,28421.0,1.0,1.170203841807643,opsd,28422.0,1.170203841807643,False,1.170203841807643,False,94821.95384180764,94821.95384180764,DE,6,1,12,0,1.0,6.123233995736766e-17,44.63,33.02,33.49,55.97,-10.93,49.4,65513.0,57423.0,70603.0,46808.0,69958.0,29769.0,35817.0,43.31583333333333,37.767738095238094,7.119286063783447,22.599531040187227,67509.58333333333,62780.166666666664,0,0,0.0,14.892261904761902,42938.0,0.39829035873881324,0.3982763452858986,1.401345291460183e-05,0.7525590484120049,-42936.82979615819,0,0,0,0,0,0.0,0.0,0.0,0.03694931047208826,11.17549276725389,11.09000387521257,11.164827915496382,11.15676280632629,70035.86915747207,37.767738095238094,0.3324009054161604,0.1674649540311649,-0.1343213213118636,0.3787444712812165,70035.86915747207,70079.42438370302,70048.72108392711,70092.2843027563,70035.86915747207,1.6398596437657575e-05,22398.4,0.5415535268125997
2018-12-11 07:00:00+00:00,57.62,73661.0,26825.0,162.0,1.1422779802060452,opsd,26987.0,1.1422779802060452,False,1.1422779802060452,False,94613.46548020604,94613.46548020604,DE,7,1,12,0,0.9659258262890684,-0.2588190451025206,52.66,44.63,33.02,51.18,-4.74,54.99,71360.0,65513.0,73455.0,50007.0,71876.0,28422.0,35654.0,43.58416666666667,37.78339285714286,7.537654413541459,22.61243960625516,67518.16666666667,62790.791666666664,0,0,0.0,19.83660714285714,46674.0,0.3663675486299892,0.36416828443322563,0.0021992641967635623,0.7785372866257871,-46672.85772201979,0,0,0,0,0,0.0,0.0,0.0,0.0369767407881768,11.207228765796126,11.17549276725389,11.204428252804528,11.212728826602456,74067.25617175268,37.78339285714286,0.42200006597361917,0.3324009054161604,0.1674649540311649,0.2896673935297807,74067.25617175268,74125.73958652512,74076.85337495049,74135.34436766281,74067.25617175268,1.550722879394168e-05,22398.4,0.5415535268125997
2018-12-11 08:00:00+00:00,54.06,73962.0,23869.0,1311.0,1.1449913058919063,opsd,25180.0,1.1449913058919063,False,1.1449913058919063,False,94395.65797255858,94395.65797255858,DE,8,1,12,0,0.8660254037844387,-0.4999999999999998,57.62,52.66,44.63,52.48,8.33,49.84,73661.0,71360.0,74314.0,53155.0,71869.0,26987.0,35765.0,43.65,37.80851190476191,7.625120383939863,22.628251263792876,67503.5,62803.25,0,0,0.0,16.251488095238095,48782.0,0.3404450934217511,0.32271977501524135,0.01772531840650976,0.7835222981813217,-48780.85500869411,0,0,0,0,0,0.0,0.0,0.0,0.03700882157048389,11.211306726779574,11.207228765796126,11.216054638258859,11.228378163208909,75235.47669166868,37.80851190476191,0.35756028090691166,0.42200006597361917,0.3324009054161604,0.31455650296090976,75235.47669166868,75285.80817377889,75243.51554529407,75293.85240528498,75235.47669166868,1.5480805087429026e-05,22398.4,0.5415535268125997
2018-12-11 09:00:00+00:00,53.55,74306.0,21954.0,2930.0,1.145153182957955,opsd,24884.0,1.145153182957955,False,1.145153182957955,False,94124.31984962463,94124.31984962463,DE,9,1,12,0,0.7071067811865476,-0.7071067811865475,54.06,57.62,52.66,48.89,20.51,48.81,73962.0,73661.0,74792.0,56096.0,72477.0,25180.0,37916.0,43.844166666666666,37.83672619047619,7.821164661780017,22.64499959335976,67483.25,62814.13690476191,0,0,0.0,15.713273809523804,49422.0,0.33488547357770726,0.29545393372950435,0.039431539848202954,0.7894356750003217,-49420.85484681704,0,0,0,0,0,0.0,0.0,0.0,0.03703814710385874,11.215946981146658,11.211306726779574,11.222466206371152,11.228365432968149,75234.51893203295,37.83672619047619,0.34733557361791156,0.35756028090691166,0.42200006597361917,0.24380443112129813,75234.51893203295,75283.41005730681,75236.53326771065,75285.42570199982,75234.51893203295,1.5411315142014693e-05,22398.4,0.5415535268125997
